name,state,lat,lon
Bay Minette,AL,30.88296,-87.77305
Edna,TX,28.97859,-96.64609
Bayou La Batre,AL,30.40352,-88.24852
Henderson,TX,32.15322,-94.79938
Natalia,TX,29.18968,-98.86253
Bear Creek,AL,34.27482,-87.70058
Fort Hunt,VA,38.73289,-77.05803
Brighton,AL,33.43428,-86.94721
Plateau,AL,30.73562,-88.06063
Ocean View,DE,38.54511,-75.08907
Berry,AL,33.65983,-87.60001
Trinity,FL,28.18085,-82.68177
Villas,FL,26.55035,-81.8687
Bessemer,AL,33.40178,-86.95444
Aurora,IN,39.057,-84.90134
New Pekin,IN,38.50506,-86.01692
Stockton,KS,39.43807,-99.2651
Paducah,KY,37.08339,-88.60005
Monticello,LA,32.59653,-91.394
Red Chute,LA,32.55598,-93.61323
Jessup,MD,39.14927,-76.77525
Birmingham,AL,33.52066,-86.80249
Delhi Hills,OH,39.09284,-84.61272
Turpin Hills,OH,39.11006,-84.37994
Lugoff,SC,34.22737,-80.68925
Cordova,TN,35.15565,-89.7762
Blountsville,AL,34.08149,-86.5911
Blue Ridge,AL,32.49264,-86.19052
Buda,TX,30.08521,-97.84028
Boaz,AL,34.20065,-86.16637
Brent,AL,32.93735,-87.16472
Brewton,AL,31.10518,-87.07219
Bridgeport,AL,34.94758,-85.71442
Brook Highland,AL,33.43566,-86.67388
Brookside,AL,33.63788,-86.91666
Brookwood,AL,33.25567,-87.32083
Brundidge,AL,31.72016,-85.81606
Butler,AL,32.08959,-88.22197
Bynum,AL,33.61316,-85.96108
Cahaba Heights,AL,33.464,-86.73193
Calera,AL,33.1029,-86.7536
Camden,AL,31.99098,-87.29055
Carbon Hill,AL,33.89177,-87.52612
Cedar Bluff,AL,34.22009,-85.60774
Center Point,AL,33.64566,-86.6836
Centre,AL,34.15204,-85.67885
Centreville,AL,32.9462,-87.11669
Chalkville,AL,33.65316,-86.64777
Chatom,AL,31.46517,-88.25446
Chelsea,AL,33.34011,-86.63026
Cherokee,AL,34.75703,-87.97281
Chickasaw,AL,30.7638,-88.07472
Childersburg,AL,33.27817,-86.35498
Choccolocco,AL,33.65927,-85.70357
Citronelle,AL,31.09073,-88.22806
Clanton,AL,32.83874,-86.62943
Clay,AL,33.7026,-86.59971
Clayton,AL,31.87822,-85.44966
Cleveland,AL,33.99093,-86.57749
Clio,AL,31.70878,-85.6105
Coaling,AL,33.15901,-87.34083
Collinsville,AL,34.26398,-85.86053
Columbiana,AL,33.17817,-86.60721
Concord,AL,33.46761,-87.03111
Coosada,AL,32.49791,-86.33136
Cordova,AL,33.75983,-87.18333
Cottonwood,AL,31.04879,-85.30493
Cowarts,AL,31.20018,-85.30465
Creola,AL,30.89185,-88.03972
Crossville,AL,34.28759,-85.99414
Cullman,AL,34.17482,-86.84361
Dadeville,AL,32.83124,-85.76357
Daleville,AL,31.31017,-85.71299
Danville,AL,34.41454,-87.08751
Daphne,AL,30.60353,-87.9036
Dauphin Island,AL,30.25548,-88.10972
Deatsville,AL,32.60819,-86.39581
Decatur,AL,34.60593,-86.98334
Demopolis,AL,32.51764,-87.8364
Dora,AL,33.72872,-87.09028
Dothan,AL,31.22323,-85.39049
Double Springs,AL,34.14637,-87.40247
East Brewton,AL,31.09323,-87.06275
East Florence,AL,34.80953,-87.64947
Eclectic,AL,32.63541,-86.03441
Elberta,AL,30.41436,-87.59776
Enterprise,AL,31.31517,-85.85522
Eufaula,AL,31.89127,-85.14549
Eutaw,AL,32.84059,-87.88762
Evergreen,AL,31.4335,-86.95692
Fairfield,AL,33.48594,-86.91194
Fairhope,AL,30.52297,-87.90333
Falkville,AL,34.36843,-86.90862
Fayette,AL,33.68455,-87.83085
Fayetteville,AL,33.14567,-86.40581
Flint City,AL,34.52315,-86.97029
Florala,AL,31.00518,-86.328
Florence,AL,34.79981,-87.67725
Flomaton,AL,31.00018,-87.26081
Foley,AL,30.40659,-87.6836
Forestdale,AL,33.57011,-86.89638
Fort Deposit,AL,31.98459,-86.57859
Fort Payne,AL,34.44425,-85.71969
Frisco City,AL,31.4335,-87.40138
Fultondale,AL,33.60483,-86.79388
Fyffe,AL,34.44676,-85.90414
Gadsden,AL,34.01434,-86.00639
Gardendale,AL,33.6601,-86.81277
Geneva,AL,31.03296,-85.86382
Georgiana,AL,31.6371,-86.74192
Glencoe,AL,33.95704,-85.93247
Good Hope,AL,34.11593,-86.86361
Goodwater,AL,33.06567,-86.0533
Gordo,AL,33.32012,-87.9028
Grand Bay,AL,30.47631,-88.34223
Grayson Valley,AL,33.64816,-86.63943
Graysville,AL,33.62066,-86.97138
Greensboro,AL,32.70415,-87.5955
Greenville,AL,31.8296,-86.61775
Grove Hill,AL,31.70877,-87.77722
Guin,AL,33.96566,-87.91475
Gulf Shores,AL,30.24604,-87.70082
Guntersville,AL,34.35823,-86.29446
Hackleburg,AL,34.27732,-87.82864
Haleyville,AL,34.22649,-87.62141
Hamilton,AL,34.14232,-87.98864
Hanceville,AL,34.06065,-86.7675
Harpersville,AL,33.344,-86.43804
Hartford,AL,31.1024,-85.69688
Hartselle,AL,34.44343,-86.93528
Harvest,AL,34.85564,-86.75083
Hayden,AL,33.8926,-86.75777
Hazel Green,AL,34.93231,-86.57194
Headland,AL,31.35128,-85.34216
Heflin,AL,33.64899,-85.58746
Helena,AL,33.29622,-86.8436
Henagar,AL,34.63508,-85.76719
Hokes Bluff,AL,33.99815,-85.86636
Holt,AL,33.23401,-87.48445
Holtville,AL,32.63624,-86.32664
Homewood,AL,33.47177,-86.80082
Hoover,AL,33.40539,-86.81138
Horton,AL,34.20093,-86.29692
Hueytown,AL,33.45122,-86.99666
Huguley,AL,32.83457,-85.22966
Huntsville,AL,34.7304,-86.58594
Indian Springs Village,AL,33.35539,-86.75443
Inverness,AL,32.01488,-85.74606
Irondale,AL,33.53816,-86.70721
Jack,AL,31.57405,-86.00023
Jackson,AL,31.50905,-87.89444
Jacksonville,AL,33.81382,-85.7613
Jasper,AL,33.83122,-87.27751
Jemison,AL,32.95985,-86.74665
Kimberly,AL,33.77344,-86.81388
Kinsey,AL,31.29906,-85.34438
Ladonia,AL,32.4682,-85.0791
Lafayette,AL,32.89985,-85.40106
Lake Purdy,AL,33.43011,-86.68054
Lake View,AL,33.28067,-87.1375
Lanett,AL,32.86874,-85.1905
Leeds,AL,33.54816,-86.54443
Leesburg,AL,34.17982,-85.76136
Level Plains,AL,31.29962,-85.77799
Linden,AL,32.30625,-87.79807
Lincoln,AL,33.61316,-86.11831
Lineville,AL,33.31067,-85.75441
Lipscomb,AL,33.42566,-86.92666
Livingston,AL,32.5843,-88.18725
Locust Fork,AL,33.9076,-86.61527
Loxley,AL,30.61825,-87.75305
Luverne,AL,31.71655,-86.26385
Madison,AL,34.69926,-86.74833
Malvern,AL,31.13934,-85.5191
Marbury,AL,32.70124,-86.47109
Margaret,AL,33.68621,-86.47498
Marion,AL,32.63235,-87.31917
Meadowbrook,AL,33.40205,-86.69665
Meridianville,AL,34.85148,-86.57222
Midfield,AL,33.4615,-86.90888
Midland City,AL,31.31906,-85.49382
Mignon,AL,33.18345,-86.26109
Millbrook,AL,32.47986,-86.36192
Minor,AL,33.53733,-86.94055
Mobile,AL,30.69436,-88.04305
Monroeville,AL,31.52794,-87.32471
Montevallo,AL,33.10067,-86.86416
Montgomery,AL,32.36681,-86.29997
Moody,AL,33.59094,-86.49082
Moores Mill,AL,34.84398,-86.51832
Morris,AL,33.74816,-86.8086
Moulton,AL,34.48121,-87.29335
Moundville,AL,32.99762,-87.63001
Mount Olive,AL,33.67094,-86.8561
Mount Vernon,AL,31.08518,-88.01333
Mountain Brook,AL,33.50094,-86.75221
Munford,AL,33.52983,-85.9508
Muscle Shoals,AL,34.74481,-87.66753
New Brockton,AL,31.38572,-85.92939
New Hope,AL,34.53712,-86.39426
New Market,AL,34.91003,-86.42779
Newton,AL,31.33517,-85.60521
North Bibb,AL,33.20401,-87.15305
Northport,AL,33.22901,-87.57723
Odenville,AL,33.67732,-86.39665
Ohatchee,AL,33.78343,-86.00247
Opelika,AL,32.64541,-85.37828
Oneonta,AL,33.94815,-86.47276
Opp,AL,31.28267,-86.25551
Orange Beach,AL,30.29437,-87.57359
Owens Cross Roads,AL,34.58815,-86.45888
Oxford,AL,33.61427,-85.83496
Ozark,AL,31.45906,-85.64049
Pelham,AL,33.28567,-86.80999
Pell City,AL,33.58621,-86.28609
Phenix City,AL,32.47098,-85.00077
Phil Campbell,AL,34.35093,-87.70642
Piedmont,AL,33.92455,-85.61135
Pike Road,AL,32.28431,-86.10302
Pine Level,AL,32.58374,-86.46553
Pinson,AL,33.68899,-86.68332
Pleasant Grove,AL,33.49094,-86.97027
Point Clear,AL,30.47408,-87.91916
Prattville,AL,32.46402,-86.4597
Priceville,AL,34.52509,-86.89473
Prichard,AL,30.7388,-88.07889
Ragland,AL,33.74454,-86.15581
Rainbow City,AL,33.95482,-86.04192
Rainsville,AL,34.49425,-85.84775
Red Bay,AL,34.43982,-88.14087
Reform,AL,33.37845,-88.0153
Rehobeth,AL,31.12296,-85.45271
Riverside,AL,33.60621,-86.20442
Roanoke,AL,33.15123,-85.37217
Robertsdale,AL,30.5538,-87.71193
Rock Creek,AL,33.47705,-87.08027
Rogersville,AL,34.82578,-87.29676
Russellville,AL,34.50787,-87.72864
Saks,AL,33.69871,-85.83969
Samson,AL,31.11295,-86.04605
Saraland,AL,30.82074,-88.07056
Sardis City,AL,34.17426,-86.12275
Satsuma,AL,30.85324,-88.05611
Scottsboro,AL,34.67231,-86.03415
Selma,AL,32.40736,-87.0211
Semmes,AL,30.77824,-88.25917
Sheffield,AL,34.76509,-87.69864
Shelby,AL,33.1104,-86.58415
Slocomb,AL,31.10823,-85.59438
Smiths Station,AL,32.54014,-85.09855
Smoke Rise,AL,33.89177,-86.82027
Southside,AL,33.92454,-86.02247
Spanish Fort,AL,30.67491,-87.91527
Springville,AL,33.77505,-86.47191
Steele,AL,33.93982,-86.20164
Stevenson,AL,34.86869,-85.83942
Stewartville,AL,33.07929,-86.24442
Sulligent,AL,33.90177,-88.13448
Sumiton,AL,33.75566,-87.05
Summerdale,AL,30.4877,-87.69971
Sylacauga,AL,33.17317,-86.25164
Sylvan Springs,AL,33.51566,-87.01499
Sylvania,AL,34.56231,-85.81247
Talladega,AL,33.43594,-86.1058
Tallassee,AL,32.53597,-85.89329
Tarrant,AL,33.58344,-86.77277
Taylor,AL,31.1649,-85.46827
Taylor,AL,31.97543,-86.2333
Theodore,AL,30.54769,-88.17528
Thomasville,AL,31.91349,-87.73584
Thorsby,AL,32.91568,-86.71582
Tillmans Corner,AL,30.59019,-88.17084
Town Creek,AL,34.6812,-87.40613
Trinity,AL,34.60676,-87.08835
Troy,AL,31.80877,-85.96995
Trussville,AL,33.61983,-86.60888
Tuscaloosa,AL,33.20984,-87.56917
Tuscumbia,AL,34.7312,-87.70253
Tuskegee,AL,32.42415,-85.69096
Union Springs,AL,32.14432,-85.71495
Uniontown,AL,32.44958,-87.51417
Valley,AL,32.81874,-85.17939
Valley Grande,AL,32.50902,-86.98749
Vandiver,AL,33.47066,-86.51332
Vance,AL,33.17428,-87.23361
Vernon,AL,33.75705,-88.10892
Vestavia Hills,AL,33.44872,-86.78777
Vincent,AL,33.38455,-86.41192
Warrior,AL,33.81427,-86.80944
Weaver,AL,33.75205,-85.81135
Webb,AL,31.26045,-85.27327
West Blocton,AL,33.11817,-87.125
Westover,AL,33.34955,-86.53582
Wetumpka,AL,32.54374,-86.21191
Whitesboro,AL,34.16343,-86.06942
Wilsonville,AL,33.23428,-86.48359
Winfield,AL,33.92899,-87.81725
Woodstock,AL,33.20678,-87.15
York,AL,32.48625,-88.29642
Alexander,AR,34.62954,-92.44127
Alma,AR,35.47787,-94.22188
Arkadelphia,AR,34.12093,-93.05378
Ash Flat,AR,36.22396,-91.60848
Ashdown,AR,33.67429,-94.13131
Atkins,AR,35.24647,-92.93656
Augusta,AR,35.28231,-91.36541
Austin,AR,34.99842,-91.98376
Bald Knob,AR,35.30981,-91.56791
Barling,AR,35.32565,-94.3016
Batesville,AR,35.7698,-91.64097
Bay,AR,35.7423,-90.56233
Beebe,AR,35.07064,-91.87959
Bella Vista,AR,36.4807,-94.27134
Benton,AR,34.56454,-92.58683
Bentonville,AR,36.37285,-94.20882
Berryville,AR,36.36479,-93.56797
Bethel Heights,AR,36.21424,-94.12937
Blytheville,AR,35.9273,-89.91898
Bono,AR,35.90868,-90.80262
Booneville,AR,35.14009,-93.92159
Brinkley,AR,34.88787,-91.19457
Brookland,AR,35.90007,-90.58205
Bryant,AR,34.59593,-92.48905
Bull Shoals,AR,36.38396,-92.58155
Cabot,AR,34.97453,-92.01653
Calico Rock,AR,36.11951,-92.13599
Camden,AR,33.58456,-92.83433
Caraway,AR,35.75813,-90.32232
Carlisle,AR,34.78315,-91.74652
Cave City,AR,35.94174,-91.54847
Cave Springs,AR,36.26341,-94.23187
Cedarville,AR,35.56981,-94.36688
Centerton,AR,36.3598,-94.28521
Charleston,AR,35.29704,-94.03632
Cherokee Village,AR,36.29784,-91.51597
Clarendon,AR,34.69315,-91.31374
Clarksville,AR,35.47147,-93.46657
Clinton,AR,35.59147,-92.46044
Coal Hill,AR,35.43731,-93.67297
Conway,AR,35.0887,-92.4421
Corning,AR,36.40784,-90.57983
Crossett,AR,33.12818,-91.96124
Danville,AR,35.05398,-93.39352
Dardanelle,AR,35.22314,-93.15795
De Queen,AR,34.03789,-94.34132
De Witt,AR,34.29288,-91.3379
Decatur,AR,36.33591,-94.46077
Dermott,AR,33.52539,-91.43595
Des Arc,AR,34.97704,-91.49513
Diaz,AR,35.63841,-91.26513
Dierks,AR,34.11928,-94.01658
Dover,AR,35.40147,-93.11434
Dumas,AR,33.88705,-91.49179
Earle,AR,35.27509,-90.46677
East End,AR,34.55065,-92.34099
El Dorado,AR,33.20763,-92.66627
Elkins,AR,36.00147,-94.00825
Elm Springs,AR,36.20619,-94.23437
England,AR,34.54426,-91.96903
Eudora,AR,33.10957,-91.26206
Eureka Springs,AR,36.40118,-93.73797
Fairfield Bay,AR,35.59424,-92.27793
Farmington,AR,36.04202,-94.24715
Fayetteville,AR,36.06258,-94.15743
Flippin,AR,36.27896,-92.59711
Fordyce,AR,33.81372,-92.41293
Forrest City,AR,35.00815,-90.78983
Fort Smith,AR,35.38592,-94.39855
Gassville,AR,36.28312,-92.49405
Gentry,AR,36.26758,-94.48466
Gibson,AR,34.88426,-92.2357
Glenwood,AR,34.32677,-93.55074
Gosnell,AR,35.95979,-89.97203
Goshen,AR,36.10119,-93.99131
Gravel Ridge,AR,34.86842,-92.1907
Gravette,AR,36.42202,-94.45355
Green Forest,AR,36.33535,-93.43602
Greenbrier,AR,35.23397,-92.38765
Greenland,AR,35.99425,-94.1752
Greenwood,AR,35.21565,-94.25577
Gurdon,AR,33.92094,-93.15406
Hamburg,AR,33.22818,-91.79763
Hampton,AR,33.53789,-92.46988
Harrisburg,AR,35.56425,-90.71678
Harrison,AR,36.22979,-93.10768
Haskell,AR,34.50148,-92.63655
Hazen,AR,34.78093,-91.58097
Heber Springs,AR,35.49147,-92.03126
Helena,AR,34.52955,-90.59177
Highland,AR,36.2759,-91.52403
Holiday Island,AR,36.48535,-93.73214
Hope,AR,33.66706,-93.59157
Horatio,AR,33.93845,-94.35715
Horseshoe Bend,AR,36.22923,-91.76431
Hot Springs,AR,34.5037,-93.05518
Hot Springs Village,AR,34.67204,-92.99879
Hoxie,AR,36.05035,-90.97512
Hughes,AR,34.94926,-90.47149
Huntsville,AR,36.08619,-93.7413
Jacksonville,AR,34.8662,-92.11015
Johnson,AR,36.13286,-94.16548
Jonesboro,AR,35.8423,-90.70428
Judsonia,AR,35.27009,-91.63986
Kensett,AR,35.23175,-91.66764
Lake City,AR,35.81619,-90.43427
Lake Hamilton,AR,34.42453,-93.09518
Lake Village,AR,33.32873,-91.28178
Lamar,AR,35.44064,-93.38796
Landmark,AR,34.6112,-92.3196
Lavaca,AR,35.3362,-94.17326
Leachville,AR,35.93591,-90.25788
Lepanto,AR,35.61119,-90.32982
Lewisville,AR,33.35846,-93.57768
Lincoln,AR,35.94953,-94.42355
Little Flock,AR,36.38591,-94.1352
Little Rock,AR,34.74648,-92.28959
London,AR,35.32897,-93.25296
Lonoke,AR,34.78398,-91.89986
Lowell,AR,36.25535,-94.13076
Luxora,AR,35.75619,-89.92814
Magnolia,AR,33.26707,-93.23933
Malvern,AR,34.36231,-92.81295
Manila,AR,35.88007,-90.16704
Mansfield,AR,35.05954,-94.25271
Marianna,AR,34.77371,-90.75761
Marion,AR,35.21453,-90.19648
Marked Tree,AR,35.53286,-90.42066
Marmaduke,AR,36.18701,-90.38316
Marshall,AR,35.90896,-92.63127
Marvell,AR,34.55566,-90.91289
Maumelle,AR,34.86676,-92.40432
Mayflower,AR,34.95703,-92.42738
McAlmont,AR,34.80842,-92.18181
McCrory,AR,35.2562,-91.20012
McGehee,AR,33.629,-91.39956
Melbourne,AR,36.05951,-91.90848
Mena,AR,34.58622,-94.23966
Midway,AR,36.38534,-92.46183
Mineral Springs,AR,33.87512,-93.9138
Monette,AR,35.89063,-90.34427
Monticello,AR,33.629,-91.79096
Morrilton,AR,35.15092,-92.74405
Mount Ida,AR,34.55676,-93.63408
Mountain View,AR,35.86841,-92.11765
Mountain Home,AR,36.33534,-92.38516
Mulberry,AR,35.50064,-94.05159
Murfreesboro,AR,34.06233,-93.6899
Nashville,AR,33.94567,-93.84713
Newark,AR,35.70174,-91.44152
Newport,AR,35.6048,-91.2818
North Crossett,AR,33.16568,-91.94152
North Little Rock,AR,34.76954,-92.26709
Ola,AR,35.03231,-93.22323
Osceola,AR,35.70508,-89.96953
Ozark,AR,35.48703,-93.8277
Paragould,AR,36.0584,-90.49733
Paris,AR,35.29203,-93.72992
Parkin,AR,35.26342,-90.57122
Pea Ridge,AR,33.92066,-91.33679
Pea Ridge,AR,36.45396,-94.1152
Perryville,AR,35.00481,-92.80267
Piggott,AR,36.38284,-90.19065
Pine Bluff,AR,34.22843,-92.0032
Piney,AR,34.50314,-93.12602
Pocahontas,AR,36.26146,-90.97123
Pottsville,AR,35.24814,-93.04906
Prairie Creek,AR,36.34202,-94.06187
Prairie Grove,AR,35.97591,-94.31771
Prescott,AR,33.80261,-93.38101
Rector,AR,36.26312,-90.2926
Redfield,AR,34.4451,-92.1832
Rison,AR,33.95843,-92.19015
Rockwell,AR,34.46426,-93.13379
Rogers,AR,36.33202,-94.11854
Russellville,AR,35.27842,-93.13379
Salem,AR,36.37118,-91.82265
Salem,AR,34.62898,-92.55822
Searcy,AR,35.25064,-91.73625
Shannon Hills,AR,34.62009,-92.39543
Sheridan,AR,34.30704,-92.40127
Siloam Springs,AR,36.18814,-94.5405
Smackover,AR,33.36485,-92.72488
Southside,AR,35.69841,-91.62347
Springdale,AR,36.18674,-94.12881
Stamps,AR,33.3654,-93.49518
Star City,AR,33.94288,-91.84347
Stuttgart,AR,34.50037,-91.55263
Sulphur Springs,AR,34.18065,-92.12348
Texarkana,AR,33.44179,-94.03769
Tontitown,AR,36.17786,-94.23354
Trumann,AR,35.67369,-90.50733
Tuckerman,AR,35.73063,-91.19846
Van Buren,AR,35.43676,-94.34827
Vilonia,AR,35.08398,-92.20793
Waldo,AR,33.35151,-93.29573
Waldron,AR,34.89843,-94.09076
Walnut Ridge,AR,36.0684,-90.95595
Ward,AR,35.03036,-91.95042
Warren,AR,33.61261,-92.06458
West Crossett,AR,33.14096,-91.99402
West Fork,AR,35.92425,-94.18854
West Helena,AR,34.55066,-90.64177
West Memphis,AR,35.14648,-90.18454
White Hall,AR,34.27399,-92.09098
Wrightsville,AR,34.60232,-92.21681
Wynne,AR,35.22453,-90.78678
Yellville,AR,36.22618,-92.68489
Adams Morgan,DC,38.9215,-77.0422
Anacostia,DC,38.8665,-76.98386
Barry Farms,DC,38.8565,-76.99136
Bellevue,DC,38.82678,-77.0197
Benning,DC,38.89511,-76.94886
Bloomingdale,DC,38.91678,-77.01137
Brentwood Village,DC,38.92094,-76.98442
Brightwood,DC,38.96122,-77.02748
Brookland,DC,38.93289,-76.98414
Capitol Hill,DC,38.889,-77.00025
Chevy Chase,DC,38.981,-77.083
Cleveland Park,DC,38.93622,-77.06553
Columbia Heights,DC,38.92567,-77.02942
Congress Heights,DC,38.84289,-77.00025
Deanwood,DC,38.89845,-76.92942
Dupont Circle,DC,38.90844,-77.04414
Foggy Bottom,DC,38.9015,-77.0622
Fort Lincoln,DC,38.92233,-76.95636
Georgetown,DC,38.90483,-77.06248
Glover Park,DC,38.92094,-77.0772
Hillcrest,DC,38.86206,-76.95803
Ivy City,DC,38.91122,-76.9847
Kenilworth,DC,38.90595,-76.94025
Lincoln Heights,DC,38.89456,-76.92886
Mount Pleasant,DC,38.93067,-77.04081
Park View,DC,38.93206,-77.02359
Pennsylvania Avenue SE,DC,38.86817,-76.95803
Petworth,DC,38.94594,-77.02498
Pleasant Plains,DC,38.93067,-77.03025
Riggs Park,DC,38.95428,-76.99414
Shaw,DC,38.91206,-77.02137
Tenleytown,DC,38.94956,-77.08581
Washington,DC,38.89511,-77.03637
Woodley Park,DC,38.92872,-77.05581
Woodridge,DC,38.93122,-76.97109
Bear,DE,39.62928,-75.65826
Bellefonte,DE,39.766,-75.502
Bethany Beach,DE,38.53956,-75.05518
Blades,DE,38.63567,-75.60993
Bridgeville,DE,38.74261,-75.60437
Brookside,DE,39.66706,-75.72688
Camden,DE,39.11345,-75.54187
Cheswold,DE,39.21928,-75.58576
Claymont,DE,39.80067,-75.45964
Clayton,DE,39.29067,-75.63437
Delaware City,DE,39.57775,-75.58945
Delmar,DE,38.45651,-75.57715
Dover,DE,39.15817,-75.52437
Edgemoor,DE,39.75011,-75.49964
Elsmere,DE,39.73928,-75.59798
Felton,DE,39.00845,-75.57798
Georgetown,DE,38.69011,-75.38547
Glasgow,DE,39.60483,-75.74521
Greenville,DE,39.779,-75.59826
Greenwood,DE,38.80706,-75.59132
Harrington,DE,38.92372,-75.5777
Highland Acres,DE,39.12095,-75.52187
Hockessin,DE,39.78761,-75.6966
Kent Acres,DE,39.13178,-75.52492
Laurel,DE,38.5565,-75.57131
Lewes,DE,38.77456,-75.13935
Long Neck,DE,38.62011,-75.15074
Middletown,DE,39.44956,-75.71632
Milford,DE,38.91261,-75.42797
Millsboro,DE,38.5915,-75.2913
Milton,DE,38.77761,-75.30991
Nassau,DE,38.75206,-75.18769
New Castle,DE,39.65948,-75.56359
Newark,DE,39.68372,-75.74966
Newport,DE,39.71372,-75.60937
North Star,DE,39.76122,-75.7191
Pike Creek,DE,39.73095,-75.7041
Pike Creek Valley,DE,39.73622,-75.69827
Rehoboth Beach,DE,38.72095,-75.07601
Riverview,DE,39.0265,-75.51076
Rodney Village,DE,39.13206,-75.53242
Seaford,DE,38.64123,-75.61104
Selbyville,DE,38.46039,-75.22074
Smyrna,DE,39.29983,-75.60465
Townsend,DE,39.39511,-75.6916
Wilmington,DE,39.74595,-75.54659
Wilmington Manor,DE,39.68678,-75.58437
Wyoming,DE,39.11817,-75.55881
Aberdeen,FL,26.55063,-80.14866
Alachua,FL,29.75163,-82.42483
Allapattah,FL,25.81454,-80.22394
Altamonte Springs,FL,28.66111,-81.36562
Alturas,FL,27.87169,-81.71508
Alva,FL,26.71562,-81.61008
Andover,FL,25.96843,-80.21283
Anna Maria,FL,27.53115,-82.73343
Apalachicola,FL,29.726,-84.9856
Apollo Beach,FL,27.77308,-82.40759
Apopka,FL,28.67617,-81.51186
Arcadia,FL,27.21588,-81.85842
Archer,FL,29.52997,-82.519
Asbury Lake,FL,30.04913,-81.82149
Astatula,FL,28.70972,-81.73285
Astor,FL,29.16248,-81.52535
Atlantic Beach,FL,30.33441,-81.3987
Atlantis,FL,26.5909,-80.10088
Auburndale,FL,28.0653,-81.78869
Aventura,FL,25.95648,-80.13921
Avon Park,FL,27.59587,-81.50619
Azalea Park,FL,28.54111,-81.30062
Babson Park,FL,27.83197,-81.5223
Bagdad,FL,30.5988,-87.03223
Bal Harbour,FL,25.89176,-80.12699
Baldwin,FL,30.30274,-81.97539
Balm,FL,27.75947,-82.2612
Bartow,FL,27.89641,-81.84314
Bay Harbor Islands,FL,25.88759,-80.13116
Bay Hill,FL,28.46806,-81.51618
Bay Pines,FL,27.81419,-82.77816
Bayonet Point,FL,28.32667,-82.68343
Bayshore Gardens,FL,27.42532,-82.59038
Beacon Square,FL,28.20862,-82.75538
Bee Ridge,FL,27.28394,-82.48065
Belle Glade,FL,26.68451,-80.66756
Belle Glade Camp,FL,26.65757,-80.68284
Belle Isle,FL,28.45834,-81.35924
Belleair,FL,27.93585,-82.80621
Belleair Beach,FL,27.92308,-82.84316
Belleair Bluffs,FL,27.92141,-82.81705
Belleview,FL,29.05526,-82.06231
Bellview,FL,30.46159,-87.31497
Beverly Hills,FL,28.91692,-82.45815
Big Coppitt Key,FL,24.59653,-81.66009
Big Pine Key,FL,24.66987,-81.35397
Biscayne Park,FL,25.8826,-80.1806
Bithlo,FL,28.55472,-81.10645
Black Diamond,FL,28.91248,-82.48593
Bloomingdale,FL,27.89364,-82.24037
Blountstown,FL,30.44379,-85.04744
Boca Del Mar,FL,26.34508,-80.14671
Boca Pointe,FL,26.33313,-80.15949
Boca Raton,FL,26.35869,-80.0831
Bokeelia,FL,26.70563,-82.15898
Bonifay,FL,30.79186,-85.67965
Bonita Springs,FL,26.33981,-81.7787
Bowling Green,FL,27.63837,-81.82397
Boyette,FL,27.81753,-82.22259
Boynton Beach,FL,26.52535,-80.06643
Bradenton,FL,27.49893,-82.57482
Bradenton Beach,FL,27.46761,-82.6983
Brandon,FL,27.9378,-82.28592
Brent,FL,30.46881,-87.23608
Broadview Park,FL,26.09953,-80.20866
Bronson,FL,29.44774,-82.64233
Brookridge,FL,28.5511,-82.49204
Brooksville,FL,28.55554,-82.38991
Broward Estates,FL,26.12564,-80.19338
Brownsville,FL,25.82176,-80.24116
Buckhead Ridge,FL,27.13033,-80.89367
Buckingham,FL,26.67507,-81.73203
Buenaventura Lakes,FL,28.33584,-81.35313
Bunche Park,FL,25.92065,-80.23699
Bunnell,FL,29.46609,-81.25784
Burnt Store Marina,FL,26.76507,-82.05092
Bushnell,FL,28.66499,-82.11286
Butler Beach,FL,29.7983,-81.26701
Callahan,FL,30.56218,-81.83066
Callaway,FL,30.15298,-85.56993
Campbell,FL,28.2589,-81.45646
Cantonment,FL,30.60853,-87.33998
Cape Canaveral,FL,28.40584,-80.60477
Cape Coral,FL,26.56285,-81.94953
Carol City,FL,25.94065,-80.2456
Carrabelle,FL,29.85326,-84.66435
Carrollwood,FL,28.05002,-82.49287
Carrollwood Village,FL,28.06752,-82.52093
Carver Ranches,FL,25.98842,-80.19227
Casselberry,FL,28.67778,-81.32785
Cedar Grove,FL,30.17103,-85.6252
Celebration,FL,28.32529,-81.53313
Center Hill,FL,28.64999,-81.99258
Century,FL,30.97324,-87.26386
Charlotte Harbor,FL,26.95839,-82.06703
Charlotte Park,FL,26.91006,-82.05398
Chattahoochee,FL,30.70546,-84.84574
Cheval,FL,28.14862,-82.51454
Chiefland,FL,29.47496,-82.85984
Chipley,FL,30.78186,-85.53854
Christmas,FL,28.53639,-81.01756
Chuluota,FL,28.64194,-81.1234
Citra,FL,29.41192,-82.10982
Citrus Hills,FL,28.88831,-82.4326
Citrus Park,FL,28.07835,-82.56982
Citrus Ridge,FL,28.33385,-81.64232
Citrus Springs,FL,28.99748,-82.47065
Clarcona,FL,28.61278,-81.49868
Clearwater,FL,27.96585,-82.8001
Clermont,FL,28.54944,-81.77285
Clewiston,FL,26.75423,-80.93368
Cleveland,FL,26.96173,-81.98398
Cocoa,FL,28.38612,-80.742
